Stat ID	Income	Asian	Black	Latino	Age	Population	Female	College	Good English	Full-time Job
330-Asian	19596	1	0	0	27	18259	0.522536831	0.587169043	0.498301376	0.290339563
332-Asian	26279	1	0	0	40	181838	0.548873173	0.352576947	0.690631433	0.428139223
332-Asian	26279	1	0	0	40	181838	0.548873173	0.352576947	0.690631433	0.428139223
348-Asian	30681	1	0	0	39.9	2291248	0.530345471	0.49641904	0.611758687	0.406868398
348-Asian	30681	1	0	0	39.9	2291248	0.530345471	0.49641904	0.611758687	0.406868398
350-Asian	29535	1	0	0	32.3	24029	0.527154688	0.535626698	0.660271639	0.445585445
350-Asian	29535	1	0	0	32.3	24029	0.527154688	0.535626698	0.660271639	0.445585445
357-Asian	25460	1	0	0	27.9	28551	0.514482855	0.598421745	0.669121813	0.38040333
357-Asian	25460	1	0	0	27.9	28551	0.514482855	0.598421745	0.669121813	0.38040333
368-Asian	30986	1	0	0	34.8	26452	0.528466657	0.501101508	0.636988251	0.446945496
368-Asian	30986	1	0	0	34.8	26452	0.528466657	0.501101508	0.636988251	0.446945496
370-Asian	30169	1	0	0	37.9	144040	0.529887531	0.487397469	0.706916437	0.442704512
370-Asian	30169	1	0	0	37.9	144040	0.529887531	0.487397469	0.706916437	0.442704512
376-Asian	28631	1	0	0	29.8	51785	0.515863667	0.502065449	0.666519953	0.418760469
376-Asian	28631	1	0	0	29.8	51785	0.515863667	0.502065449	0.666519953	0.418760469
378-Asian	24701	1	0	0	28.3	207229	0.514040023	0.436066324	0.645141089	0.450294396
378-Asian	24701	1	0	0	28.3	207229	0.514040023	0.436066324	0.645141089	0.450294396
382-Asian	20571	1	0	0	31	47797	0.520304622	0.286518633	0.648053035	0.326654741
382-Asian	20571	1	0	0	31	47797	0.520304622	0.286518633	0.648053035	0.326654741
400-Asian	29413	1	0	0	32.7	40323	0.523125759	0.498781324	0.657699172	0.481033376
400-Asian	29413	1	0	0	32.7	40323	0.523125759	0.498781324	0.657699172	0.481033376
406-Asian	23072	1	0	0	34.9	35718	0.518394087	0.355559246	0.591658207	0.398279388
406-Asian	23072	1	0	0	34.9	35718	0.518394087	0.355559246	0.591658207	0.398279388
408-Asian	34706	1	0	0	36.3	2162208	0.518124991	0.537443652	0.610836939	0.450305566
408-Asian	34706	1	0	0	36.3	2162208	0.518124991	0.537443652	0.610836939	0.450305566
416-Asian	23290	1	0	0	33.6	38593	0.533490529	0.410668048	0.604020184	0.432837257
416-Asian	23290	1	0	0	33.6	38593	0.533490529	0.410668048	0.604020184	0.432837257
420-Asian	25263	1	0	0	30.9	20456	0.528549081	0.509660534	0.588607595	0.459580933
420-Asian	25263	1	0	0	30.9	20456	0.528549081	0.509660534	0.588607595	0.459580933
422-Asian	25940	1	0	0	36.2	103254	0.534245647	0.470824776	0.72512833	0.416020175
422-Asian	25940	1	0	0	36.2	103254	0.534245647	0.470824776	0.72512833	0.416020175
428-Asian	30219	1	0	0	34.3	349657	0.520387122	0.520073494	0.612876522	0.434935412
428-Asian	30219	1	0	0	34.3	349657	0.520387122	0.520073494	0.612876522	0.434935412
430-Asian	36771	1	0	0	31.4	47195	0.51007522	0.705093217	0.655707906	0.423213528
430-Asian	36771	1	0	0	31.4	47195	0.51007522	0.705093217	0.655707906	0.423213528
440-Asian	28340	1	0	0	36.3	151994	0.540251589	0.442705471	0.644594388	0.41408023
440-Asian	28340	1	0	0	36.3	151994	0.540251589	0.442705471	0.644594388	0.41408023
450-Asian	34062	1	0	0	33.2	82008	0.513120671	0.681274602	0.723054774	0.491541161
450-Asian	34062	1	0	0	33.2	82008	0.513120671	0.681274602	0.723054774	0.491541161
456-Asian	24041	1	0	0	38.7	25452	0.536932265	0.376378754	0.666082311	0.42951007
456-Asian	24041	1	0	0	38.7	25452	0.536932265	0.376378754	0.666082311	0.42951007
464-Asian	25801	1	0	0	30	29093	0.522978036	0.529295886	0.645220521	0.409682207
464-Asian	25801	1	0	0	30	29093	0.522978036	0.529295886	0.645220521	0.409682207
472-Asian	24756	1	0	0	34.3	289824	0.523072623	0.386120518	0.652312564	0.35930231
472-Asian	24756	1	0	0	34.3	289824	0.523072623	0.386120518	0.652312564	0.35930231
476-Asian	31249	1	0	0	33.8	63039	0.526531195	0.626823983	0.6843882	0.43903423
476-Asian	31249	1	0	0	33.8	63039	0.526531195	0.626823983	0.6843882	0.43903423
482-Asian	24681	1	0	0	32.6	55882	0.542768691	0.474889135	0.669023828	0.427766554
482-Asian	24681	1	0	0	32.6	55882	0.542768691	0.474889135	0.669023828	0.427766554
488-Asian	38537	1	0	0	38.4	1870983	0.524018658	0.523388018	0.652944157	0.431036533
488-Asian	38537	1	0	0	38.4	1870983	0.524018658	0.523388018	0.652944157	0.431036533
500-Asian	32313	1	0	0	36.3	454443	0.536485324	0.466694263	0.651305412	0.440704112
500-Asian	32313	1	0	0	36.3	454443	0.536485324	0.466694263	0.651305412	0.440704112
532-Asian	22387	1	0	0	26.9	16880	0.51943128	0.531012795	0.608967011	0.315060055
532-Asian	22387	1	0	0	26.9	16880	0.51943128	0.531012795	0.608967011	0.315060055
536-Asian	23994	1	0	0	33.4	26897	0.543220434	0.461246423	0.720014097	0.357972358
536-Asian	23994	1	0	0	33.4	26897	0.543220434	0.461246423	0.720014097	0.357972358
538-Asian	24418	1	0	0	32.6	19281	0.524869042	0.394649108	0.605656862	0.462572899
538-Asian	24418	1	0	0	32.6	19281	0.524869042	0.394649108	0.605656862	0.462572899
545-Asian	27452	1	0	0	37.9	62369	0.543266687	0.435067795	0.727855576	0.45837242
545-Asian	27452	1	0	0	37.9	62369	0.543266687	0.435067795	0.727855576	0.45837242
548-Asian	39501	1	0	0	36	698687	0.528441205	0.615534756	0.690850011	0.506022761
548-Asian	39501	1	0	0	36	698687	0.528441205	0.615534756	0.690850011	0.506022761
556-Asian	21827	1	0	0	32.6	21449	0.513776866	0.300253348	0.594241352	0.416341492
556-Asian	21827	1	0	0	32.6	21449	0.513776866	0.300253348	0.594241352	0.416341492
104-Black	17317	0	1	0	29.9	74775	0.496115012	0.172701884	0.974681542	0.346526826
106-Black	21252	0	1	0	32	27554	0.45347318	0.308990133	0.970271333	0.389003134
108-Black	12884	0	1	0	30.1	15596	0.438189279	0.092894428	0.940561404	0.345571245
122-Black	19968	0	1	0	32.4	1887012	0.535971154	0.265155578	0.978870398	0.411189233
142-Black	17056	0	1	0	34	354439	0.536958405	0.182084267	0.993613141	0.362375023
148-Black	20664	0	1	0	31.3	502469	0.515880582	0.230214153	0.834801952	0.386368751
160-Black	15324	0	1	0	31.8	137874	0.532319364	0.145404546	0.975573069	0.274790897
162-Black	12745	0	1	0	30.6	75951	0.52219194	0.110443876	0.833232411	0.327793049
170-Black	16906	0	1	0	34.3	18502	0.452059237	0.156613582	0.996538614	0.27282526
172-Black	18430	0	1	0	32.9	534155	0.53663637	0.213509405	0.988853028	0.392113897
174-Black	15038	0	1	0	33.9	88111	0.524213776	0.135289023	0.992727715	0.332440115
176-Black	18825	0	1	0	34.3	1649270	0.538786251	0.20004695	0.986938695	0.323291911
178-Black	17334	0	1	0	31.9	260538	0.525612387	0.159657812	0.97632881	0.342596849
184-Black	16169	0	1	0	34.5	532842	0.535002871	0.1408617	0.992640482	0.31542032
185-Black	10503	0	1	0	31.3	42498	0.513624171	0.125146473	0.996413934	0.265833464
192-Black	17008	0	1	0	32.5	329460	0.533078371	0.20023291	0.995515183	0.376271961
194-Black	16232	0	1	0	33	171172	0.529122754	0.139111636	0.994130243	0.36654536
198-Black	17361	0	1	0	31.6	293354	0.509739087	0.189833413	0.953283974	0.374461244
206-Black	20651	0	1	0	32.1	1030750	0.530707737	0.233384693	0.980077043	0.441678054
209-Black	15842	0	1	0	27.7	29932	0.490378191	0.137617516	0.949477739	0.336348409
212-Black	17425	0	1	0	34	139127	0.533850367	0.179233869	0.988083569	0.320368732
216-Black	21832	0	1	0	32.9	153115	0.485968063	0.254532599	0.924594123	0.392486466
217-Black	18054	0	1	0	30.1	12523	0.471612233	0.158023351	0.995638521	0.453872979
218-Black	14834	0	1	0	27.5	30894	0.484592478	0.17658258	0.928615031	0.358930941
220-Black	17196	0	1	0	34.4	1103568	0.536593123	0.166624515	0.993714766	0.284798638
222-Black	14621	0	1	0	33.6	53011	0.536473562	0.088794153	0.991605691	0.344530448
238-Black	21720	0	1	0	28.3	31921	0.431283481	0.290163206	0.965585255	0.458988882
240-Black	12454	0	1	0	27.6	21231	0.496396778	0.122420908	0.970217698	0.254179114
246-Black	17105	0	1	0	32.6	181340	0.524660858	0.1630777	0.994065512	0.370400902
258-Black	15066	0	1	0	29.5	44003	0.524827853	0.144439449	0.984698087	0.351248332
260-Black	15154	0	1	0	30.6	53447	0.514921324	0.137789335	0.97994421	0.251908205
264-Black	13076	0	1	0	28.1	63864	0.512871101	0.140359398	0.990885284	0.311477759
266-Black	13434	0	1	0	28.8	93398	0.492066211	0.116048152	0.971018878	0.258736677
268-Black	17018	0	1	0	33.7	336817	0.538191362	0.194532294	0.984169948	0.355724713
273-Black	15527	0	1	0	34	254043	0.532559449	0.12141644	0.996061607	0.345379902
274-Black	14127	0	1	0	31.8	70775	0.547015189	0.116186337	0.999557272	0.321250046
276-Black	17856	0	1	0	30.9	85889	0.505047212	0.136821449	0.968406524	0.371054548
278-Black	20918	0	1	0	32.7	148638	0.502933301	0.184531975	0.951747569	0.368641359
280-Black	13384	0	1	0	37.6	26382	0.476499128	0.077040248	0.99064667	0.295204347
288-Black	20463	0	1	0	32.2	1096512	0.524919016	0.237730071	0.983068047	0.416848289
290-Black	18593	0	1	0	32.2	114360	0.525034977	0.234055045	0.995367505	0.389409565
294-Black	17403	0	1	0	31.4	291991	0.526810758	0.173979441	0.981545002	0.351037229
298-Black	14721	0	1	0	31	321144	0.531213412	0.191938874	0.998155698	0.382433875
300-Black	16694	0	1	0	31.5	317736	0.528208953	0.16692315	0.985021647	0.366843933
310-Black	15360	0	1	0	29.8	47698	0.511698604	0.17616113	0.991258502	0.265437709
312-Black	18035	0	1	0	33	267078	0.518039674	0.171243129	0.981858529	0.372967767
314-Black	15800	0	1	0	32.1	55859	0.502193022	0.169424504	0.990532522	0.352849594
318-Black	14540	0	1	0	30.5	166646	0.525467158	0.10369979	0.988512661	0.354504207
330-Black	17197	0	1	0	29.7	39434	0.503119136	0.249144482	0.959600087	0.309639504
332-Black	19682	0	1	0	32.9	217385	0.501110932	0.163211188	0.972867833	0.357251377
336-Black	17717	0	1	0	31.7	65078	0.504517656	0.182042748	0.982400027	0.386970031
340-Black	15819	0	1	0	30.8	212311	0.526576579	0.192884403	0.995694124	0.377839521
346-Black	17466	0	1	0	34.3	52920	0.515136054	0.111013296	0.992069914	0.333643145
348-Black	22816	0	1	0	35.9	1217986	0.521652958	0.231976254	0.979618144	0.336880986
350-Black	17740	0	1	0	32.8	192774	0.522378537	0.17270687	0.978173299	0.363856795
352-Black	14594	0	1	0	27.8	21386	0.505938464	0.112864902	0.982934641	0.353964939
356-Black	15600	0	1	0	31.5	160546	0.534644276	0.133427544	0.996085801	0.324548811
357-Black	14580	0	1	0	27.1	33922	0.480425682	0.194019822	0.969780398	0.293486102
368-Black	16254	0	1	0	31.6	629538	0.534657161	0.168362002	0.995159746	0.378587427
370-Black	15973	0	1	0	32.1	1304186	0.526101338	0.170048217	0.862667826	0.365601835
376-Black	14208	0	1	0	28.7	283936	0.529238983	0.119438699	0.991352665	0.296225495
378-Black	15986	0	1	0	27.2	263427	0.496748625	0.197412649	0.881471815	0.350120035
380-Black	14267	0	1	0	32.2	162420	0.539908878	0.130849469	0.9955404	0.329675569
384-Black	11472	0	1	0	27.8	95957	0.531248372	0.134249105	0.998127064	0.323860206
396-Black	14182	0	1	0	34.9	69461	0.53133413	0.116500433	0.991514069	0.320172664
400-Black	19119	0	1	0	31.5	270446	0.530656767	0.235088558	0.988298255	0.41545816
404-Black	16086	0	1	0	34.9	32978	0.509036327	0.101366199	0.997113902	0.306975464
406-Black	15807	0	1	0	32.1	485441	0.532548755	0.148120855	0.993069724	0.36048917
408-Black	22364	0	1	0	35.4	3770159	0.54147902	0.21969141	0.931447161	0.389663509
412-Black	14488	0	1	0	32.4	62110	0.515617453	0.125755711	0.950331299	0.327052433
416-Black	17473	0	1	0	31.3	132247	0.51302487	0.200796007	0.98993272	0.39065911
420-Black	16907	0	1	0	29.1	68306	0.510672562	0.199492136	0.949160455	0.383719035
422-Black	15882	0	1	0	31.2	429679	0.514954187	0.183885785	0.940135938	0.3595445
426-Black	12511	0	1	0	28.4	36042	0.515481938	0.115006586	0.997163769	0.299344416
428-Black	19495	0	1	0	33.4	1395594	0.532839064	0.177276691	0.977759497	0.350659901
430-Black	16800	0	1	0	33.1	205181	0.524517377	0.165802858	0.988008044	0.316953115
440-Black	18646	0	1	0	31.4	71383	0.468711038	0.220167175	0.930748384	0.340713269
450-Black	19909	0	1	0	34.1	459182	0.53475746	0.240075535	0.988876532	0.405340011
464-Black	14665	0	1	0	29.7	128039	0.518701333	0.129142307	0.969209368	0.299856161
466-Black	13112	0	1	0	28.8	42297	0.520415159	0.085706932	0.990925355	0.285082616
468-Black	14369	0	1	0	38.5	138572	0.536479231	0.091039363	0.996588555	0.313819648
472-Black	20014	0	1	0	32.5	162757	0.504402268	0.19308334	0.983487481	0.31051331
474-Black	13569	0	1	0	32.9	39367	0.51624457	0.113552797	0.997202183	0.216865852
476-Black	16849	0	1	0	32.8	513239	0.541531333	0.168286172	0.991373359	0.344180341
482-Black	15991	0	1	0	24.6	29339	0.444016497	0.223548899	0.913585392	0.423725286
488-Black	25119	0	1	0	37.2	529290	0.511640122	0.229219057	0.973049728	0.325585115
496-Black	16627	0	1	0	29.2	171574	0.528803898	0.193373451	0.996179808	0.39046538
500-Black	22233	0	1	0	32.5	215739	0.46274897	0.207050082	0.895948227	0.401779078
515-Black	12497	0	1	0	29.6	72485	0.525694971	0.123717636	0.982643444	0.265906661
521-Black	18240	0	1	0	29.6	45867	0.509407635	0.197423237	0.954331262	0.321016557
522-Black	11769	0	1	0	29.2	31691	0.461550598	0.143969946	0.984700643	0.222641197
532-Black	14677	0	1	0	27.2	56681	0.500238175	0.135219506	0.965292466	0.287229633
533-Black	15187	0	1	0	28.2	134120	0.529085893	0.215194327	0.988266222	0.335798986
534-Black	14446	0	1	0	30.2	87578	0.52529174	0.125047283	0.994460555	0.268149068
536-Black	18856	0	1	0	31	36420	0.449368479	0.219498581	0.954878121	0.386046344
538-Black	15217	0	1	0	31.5	86041	0.51596332	0.177707385	0.993215808	0.38401151
540-Black	14257	0	1	0	32.3	46386	0.526063899	0.126786688	0.987292895	0.33453893
545-Black	20271	0	1	0	32.3	545969	0.528350511	0.186168461	0.991602446	0.410825385
548-Black	28436	0	1	0	35.5	2349317	0.534000307	0.276301865	0.97004022	0.455960317
556-Black	16799	0	1	0	29.8	48551	0.498856872	0.167401518	0.994889695	0.380994218
566-Black	13461	0	1	0	33.9	62054	0.513584942	0.091583706	0.993201868	0.257097891
104-Latino	15243	0	0	1	23.8	52270	0.479720681	0.172701884	0.840657102	0.373384221
106-Latino	18249	0	0	1	31.3	565227	0.504271735	0.308990133	0.852127983	0.38840181
108-Latino	13863	0	0	1	25	72749	0.485298767	0.092894428	0.796763145	0.456633443
122-Latino	13671	0	0	1	25.9	655373	0.470673952	0.265155578	0.586032667	0.430538681
142-Latino	12267	0	0	1	25.7	54869	0.44327398	0.182084267	0.540490746	0.462417521
147-Latino	12307	0	0	1	23	99691	0.482049533	0.227552674	0.767791282	0.380302407
148-Latino	16734	0	0	1	26.9	746522	0.502136575	0.230214153	0.645023626	0.366776204
154-Latino	12161	0	0	1	28.8	386172	0.517800358	0.267904509	0.6706774	0.339914671
160-Latino	14401	0	0	1	24.5	50828	0.506335091	0.145404546	0.820394026	0.315975703
162-Latino	13042	0	0	1	29.3	209308	0.479967321	0.110443876	0.56115554	0.364391446
172-Latino	13667	0	0	1	25.6	221964	0.478690238	0.213509405	0.574233342	0.431384002
174-Latino	11731	0	0	1	23.4	69069	0.47607465	0.135289023	0.573963426	0.439354751
176-Latino	15939	0	0	1	27.3	2046203	0.485901936	0.20004695	0.64013253	0.425358502
178-Latino	18258	0	0	1	24	59278	0.472148183	0.159657812	0.678437865	0.450290851
184-Latino	16463	0	0	1	25.7	133965	0.496241556	0.1408617	0.791431999	0.393001391
188-Latino	12443	0	0	1	24.2	28046	0.48894673	0.082906858	0.791526779	0.412809896
192-Latino	15457	0	0	1	25.5	45707	0.453956724	0.20023291	0.660181131	0.483188599
194-Latino	15720	0	0	1	25.1	25551	0.449023522	0.139111636	0.714349675	0.427559852
198-Latino	15081	0	0	1	24.8	76865	0.470174982	0.189833413	0.688237664	0.436634739
204-Latino	17809	0	0	1	30.7	312194	0.509036048	0.160742036	0.8376258	0.420645099
206-Latino	14714	0	0	1	25.7	1917443	0.486598037	0.233384693	0.618060463	0.485623565
209-Latino	14627	0	0	1	24.2	39143	0.481056638	0.137617516	0.791829075	0.423366384
212-Latino	19537	0	0	1	24.8	24558	0.482246111	0.179233869	0.781369434	0.340193556
216-Latino	16258	0	0	1	26.7	716339	0.492504247	0.254532599	0.757677925	0.420571143
218-Latino	14068	0	0	1	22.4	44848	0.474536211	0.17658258	0.673029871	0.477371269
220-Latino	16569	0	0	1	25.7	215386	0.495858598	0.166624515	0.808174585	0.361832199
238-Latino	15309	0	0	1	29.8	814063	0.521126743	0.290163206	0.654773389	0.377830296
246-Latino	14650	0	0	1	24.2	51640	0.478621224	0.1630777	0.737811314	0.451794764
258-Latino	13690	0	0	1	22.9	34748	0.484142972	0.144439449	0.698821218	0.43836886
260-Latino	12352	0	0	1	25.6	569358	0.491875059	0.137789335	0.696545382	0.317108293
264-Latino	16125	0	0	1	24	26438	0.495914971	0.140359398	0.843435158	0.305292918
266-Latino	12510	0	0	1	22.7	108914	0.484868796	0.116048152	0.725719603	0.374296835
268-Latino	10604	0	0	1	23.6	144795	0.475796816	0.194532294	0.560079271	0.424748307
273-Latino	13910	0	0	1	25.6	80161	0.456406482	0.12141644	0.619650723	0.411089685
276-Latino	13339	0	0	1	23.8	75774	0.482500594	0.136821449	0.727951832	0.369209285
278-Latino	16133	0	0	1	26.8	186718	0.50535567	0.184531975	0.716693528	0.356845143
288-Latino	15955	0	0	1	27.2	2268605	0.486611817	0.237730071	0.61767696	0.456267352
290-Latino	12565	0	0	1	24.1	42903	0.455259539	0.234055045	0.572440264	0.480881922
294-Latino	14488	0	0	1	24.4	132748	0.467788592	0.173979441	0.629663283	0.44119182
300-Latino	19717	0	0	1	29	112328	0.492619828	0.16692315	0.772346259	0.43582306
310-Latino	13105	0	0	1	22.8	29522	0.496985299	0.17616113	0.790258987	0.359854366
312-Latino	14908	0	0	1	25.1	188441	0.481243466	0.171243129	0.721992497	0.43186132
314-Latino	13298	0	0	1	25.1	42312	0.462658348	0.169424504	0.626039315	0.462303048
330-Latino	16301	0	0	1	24.2	31687	0.498627197	0.249144482	0.89291284	0.340314853
332-Latino	14378	0	0	1	27.1	631099	0.489717144	0.163211188	0.668628917	0.414770227
336-Latino	12987	0	0	1	24.8	31860	0.413904583	0.182042748	0.59046389	0.461295419
340-Latino	13143	0	0	1	24.7	40127	0.437361378	0.192884403	0.738672377	0.430476263
346-Latino	11478	0	0	1	22.9	40149	0.461107375	0.111013296	0.636135937	0.466788568
348-Latino	15388	0	0	1	28.2	8285339	0.498570909	0.231976254	0.656441252	0.386992445
350-Latino	14993	0	0	1	25.4	61243	0.467530983	0.17270687	0.672554019	0.43672469
352-Latino	14705	0	0	1	25.8	111866	0.497988665	0.112864902	0.860444109	0.427731852
357-Latino	15014	0	0	1	23.1	49233	0.471553633	0.194019822	0.661727536	0.467641588
365-Latino	12567	0	0	1	27	792802	0.513423276	0.283327003	0.64631349	0.339842485
368-Latino	13759	0	0	1	25.3	69396	0.449175745	0.168362002	0.605137186	0.453867682
370-Latino	20198	0	0	1	37.7	2523579	0.512547854	0.170048217	0.563236155	0.421775931
372-Latino	19143	0	0	1	25.8	140133	0.496927918	0.170354223	0.739967332	0.4901519
376-Latino	13812	0	0	1	24.6	198852	0.48288677	0.119438699	0.69486678	0.427556763
378-Latino	15909	0	0	1	24.2	201665	0.476284928	0.197412649	0.655373437	0.448741497
382-Latino	12844	0	0	1	25.3	371341	0.491645146	0.163780201	0.682952725	0.315691471
400-Latino	13311	0	0	1	25.1	122433	0.463714848	0.235088558	0.613519705	0.454319548
406-Latino	20052	0	0	1	31	106927	0.466495834	0.148120855	0.636154045	0.432866248
408-Latino	18962	0	0	1	30.9	5139658	0.503998321	0.21969141	0.614753966	0.416258256
412-Latino	14021	0	0	1	28.5	103963	0.475842367	0.125755711	0.626589991	0.389743661
416-Latino	12404	0	0	1	23.5	157943	0.475215742	0.200796007	0.633509258	0.446780067
420-Latino	13503	0	0	1	23.3	86729	0.474777756	0.199492136	0.621676052	0.452132579
422-Latino	15581	0	0	1	31	667171	0.507298729	0.183885785	0.704142799	0.386841168
428-Latino	15600	0	0	1	26.2	684563	0.490401906	0.177276691	0.692696859	0.377386228
430-Latino	20285	0	0	1	26.3	37455	0.477906822	0.165802858	0.877093654	0.370590013
440-Latino	13435	0	0	1	24	368751	0.478027178	0.220167175	0.665861762	0.391313137
444-Latino	14751	0	0	1	31.6	73577	0.486157359	0.055207026	0.890742877	0.315284607
450-Latino	12820	0	0	1	25	214139	0.469452085	0.240075535	0.535018262	0.412204515
454-Latino	12949	0	0	1	24.9	30371	0.489513022	0.133596838	0.784651009	0.312815388
456-Latino	14001	0	0	1	25.5	124276	0.4867231	0.222164072	0.695071574	0.381275425
464-Latino	13634	0	0	1	24.9	72657	0.498685605	0.129142307	0.769915027	0.326375635
466-Latino	12779	0	0	1	23.2	50789	0.482230404	0.085706932	0.71108454	0.387924317
472-Latino	16225	0	0	1	26.4	508184	0.495448499	0.19308334	0.745451765	0.353353179
474-Latino	15115	0	0	1	25.5	22931	0.509266931	0.113552797	0.94163462	0.325734384
476-Latino	20072	0	0	1	26.4	77850	0.479460501	0.168286172	0.786118348	0.436492377
482-Latino	13280	0	0	1	23.9	332556	0.485157387	0.223548899	0.719410234	0.429241891
488-Latino	18627	0	0	1	28.4	2139452	0.488881265	0.229219057	0.673336836	0.386195141
496-Latino	16008	0	0	1	25.5	31896	0.463694507	0.193373451	0.710746472	0.476227414
500-Latino	18160	0	0	1	25.4	406222	0.476212514	0.207050082	0.731793624	0.414735305
